,Smiles
21214,c1c(F)c(N2CCN(C)CC2)c2c3n(cc(C(O)=O)c(=O)c13)[C@@H](C)CO2
21215,C(C1=C(C(O)=O)N2C(=O)[C@@H](NC(=O)[C@@H](c3ccc(O)cc3)NC(N3C(=O)C(=O)N(CC)CC3)=O)[C@H]2SC1)Sc1nnnn1C
21216,o1ccc(C2OC(=O)C3C4(C5(C)C(CCC42C)C24COC(=O)CC2OC(C)(C)C4CC5=O)O3)c1
21217,C(C)(N(CCNC(CN1CCCC1=O)=O)C(C)C)C
21218,N1(c2ncc3c(=O)c(C(O)=O)cn(CC)c3n2)CCCC1
21219,[C@@]1(C)(OC)[C@@H](O)[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)C1
21220,C1[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C1C2=O
21221,CN1[C@@H]2CC[C@@H]3[C@@H]([C@@]2(C)C=CC1=O)CC[C@]1(C)[C@@H](NC(OCC(F)(F)F)=O)CC[C@H]13
21222,C1C2C3CCc4cc(O)ccc4C3CCC2(C)C(=O)C1
21223,c1c(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)cc(NC(C=C)=O)cc1
21224,C1(=O)C=C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](NC(=O)OCC(F)(F)F)[C@@]4(C)CC[C@@H]32)N1C
21225,n1(CC)c(=O)n(CC)c(=O)c2n(C)c(C=Cc3ccc(OC)c(OC)c3)nc12
21226,c1c(C(=S)N)ccnc1CC
21227,N1(c2ccc(C(Nc3cc(CCc4cc(OC)cc(OC)c4)[nH]n3)=O)cc2)C[C@@H](C)N[C@@H](C)C1
21228,FC(F)(F)c1cc(C(F)(F)F)cc([C@@H](C)O[C@H]2OCCN(Cc3[nH]c(=O)[nH]n3)[C@H]2c2ccc(F)cc2)c1
21229,C12C(O)COC1C(O)CO2
21230,c1ccc(NC(=O)c2ccc(C)c(Nc3nc(-c4cccnc4)nc4n(C)ncc43)c2)cc1C(F)(F)F
21231,C1CC2=CC(=O)C=C[C@]2(C)[C@@]2(F)[C@@H](O)C[C@@]3(C)[C@H]([C@H]12)C[C@@H]1[C@@]3(C(=O)CO)OC(C)(C)O1
21232,C(=O)(C)C1(OC(=O)C)C2(C)CC(O)C3(F)C4(C)C=CC(=O)C=C4C(C)CC3C2CC1
21233,C1C(n2c3c(cnc(Nc4ncc(N5CCNCC5)cc4)n3)c(C)c(C(C)=O)c2=O)CCC1
21234,O(CC1CC1)CCc1ccc(OCC(O)CNC(C)C)cc1
21235,c1(-c2ccc(NC(Cc3cnc(-c4ccnc(C)c4)c(C)c3)=O)nc2)cnccn1
21236,COC(C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+]([O-])=O)c1)=O
21237,C(NC(=O)CS(Cc1ccco1)=O)C=CCOc1cc(CN2CCCCC2)ccn1
21238,C12=C([C@H]3[C@@](C)(C(=O)CC3)C[C@H]1OC(=O)C)C(=O)c1occ3c1[C@]2(C)[C@@H](COC)OC3=O
21239,c1c(Nc2nc(-c3cc4ccccc4s3)ccn2)ccc(C(=O)N2CCC(N3CCCC3)CC2)c1
21240,n1c(C)nc(N)c(CN(/C(C)=C(\SC(c2ccccc2)=O)CCOP(=O)(O)O)C=O)c1
21241,C1N(C(=O)Nc2nc(C)c(-c3csc(C(C)(C)C)n3)s2)C(C(N)=O)CC1
21242,O=C1C[C@H](O)C[C@@H](CC[C@H]2[C@@H](C)C=CC3=C[C@H](C)C[C@H](OC(C(C)(C)CC)=O)[C@H]23)O1
21243,c1(O)cc2c(c(O)c1)CC(OC(c1cc(O)c(O)c(O)c1)=O)C(c1cc(O)c(O)c(O)c1)O2
21244,c1cccc2[nH]cc(CCNc3ccc(Nc4ccncc4)cc3)c12
21245,c1(Nc2cc(N3CCN(C)CC3)nc(C=Cc3ccccc3)n2)n[nH]c(C)c1
21246,c1c(C(C)(C)C)oc(CSc2cnc(NC(=O)C3CCNCC3)s2)n1
21247,Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1sc(-c2ccc(F)cc2)cc1
21248,N(c1ccccc1)C(N1CCN(c2nc(-c3ccccc3)ns2)CC1)=O
21249,c1c(-c2cc(CO)c(OC)cc2)nc2nc(N3[C@@H](C)COCC3)nc(N3CCOC[C@@H]3C)c2c1
21250,N([C@H](C(N[C@H](C(N[C@@H](Cc1ccccc1)C(N[C@H](C(=O)[C@]1(C)OC1)CC(C)C)=O)=O)CC(C)C)=O)CCc1ccccc1)C(=O)CN1CCOCC1
21251,O=C(c1cc(C)c(C(=O)NC2CC3CCC(C2)N3c2ncc(C(C3CC3)=O)cc2)cc1NC(C)CC)N
21252,c1c(F)cc(F)cc1C(C(NC(C(NC1c2c(cccc2)-c2ccccc2N(C)C1=O)=O)C)=O)O
21253,Oc1cc(O)cc2occ(-c3ccc(O)cc3)c(=O)c12
21254,[C@]1(OC(C)=O)(C#C)CC[C@@H]2[C@]1(C)CC[C@@H]1[C@H]3CC[C@H](OC(=O)C)C=C3CC[C@@H]21
21255,c1(NC2CCCCC2)c(N)cc(C(OCC)=O)cc1
21256,C(=Cc1cccc(Br)n1)(C#N)C(NC(C)c1ccccc1)=O
21257,O[C@@H]1[C@@H](C)O[C@@H](n2cc(F)c(NC(=O)OCCCCC)nc2=O)[C@@H]1O
21258,O=S(c1ccc(N)cc1)(N=C(N)N)=O
21259,O(C(=O)C=CC(OC)=O)C
21260,[C@@H]1(C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)Nc2c(O)c3c(O)c(C)c4c(c3c(O)c2/C=N/N2CCN(C)CC2)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@H]1OC(C)=O)O4
21261,C(CO)N(Cc1ccc(C=CC(NO)=O)cc1)CCc1c[nH]c2ccccc21
21262,CC1(C)C(=O)Nc2c(ccc(Nc3nc(Nc4cc(OC)c(OC)c(OC)c4)ncc3F)n2)O1
21263,C1C2(C)CCC(C(=O)O)(C)CC2C2=CC(=O)C3C(C)(CCC4C3(C)CCC(O)C4(C)C)C2(C)C1
21264,CCC1(O)CCC(C2(C)OC3(CC2)OC2(C(C)CC(C)C(C(CC)C(=O)C(C)C(O)C(C)C4OC(C(C(=O)O)CC)CCC4C)O2)C=CC3O)OC1C
21265,c1c(Cn2cncc2)ccc(/C=C/C(O)=O)c1
21266,N1(C(=O)C(C)CS)C(C(=O)O)CCC1
21267,c1ccc(C(F)(F)F)cc1C=C1SC(=O)NC1=O
21268,O1C2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)OC(C(=Cc3nc(C)sc3)C)CC12
21269,COC(Nc1[nH]c2cc(C(=O)c3sccc3)ccc2n1)=O
21270,O[C@@H]1[C@@H](CO)O[C@@H](n2cc(F)c(=O)[nH]c2=O)C1
21271,c12ccc(Cl)cc1nccc2NC(CCCN(CC)CCO)C
21272,c1c(O)ccc([C@H]2N(c3ccc(F)cc3)C(=O)[C@@H]2CC[C@H](O)c2ccc(F)cc2)c1
21273,O=c1cc[nH]c(=O)[nH]1
21274,n1cccc(C(OCCOC(C(C)(Oc2ccc(Cl)cc2)C)=O)=O)c1
21275,C1(C)=C2[C@@H](OC(C)=O)C(=O)[C@]3(C)[C@@H](O)C[C@H]4OC[C@@]4(OC(=O)C)[C@H]3[C@H](OC(c3ccccc3)=O)[C@@](O)(C2(C)C)C[C@@H]1OC([C@@H]([C@H](c1ccccc1)NC(=O)/C(=C/C)C)O)=O
21276,O1COc2ccc(C=C[N+]([O-])=O)cc21
21277,[C@H](C(N1[C@H](C(Nc2snnc2-c2ccccc2)=O)CCC1)=O)(NC([C@H](C)NC)=O)C1CCCCC1
21278,c1ccsc1C(c1ccc2c(c1)[nH]c(NC(=O)OC)n2)=O
21279,OC[C@H](O)[C@@H](O)[C@@H]([C@@H](CO)O)O
21280,C1(O)C(Oc2ccccc2CO)OC(CO)C(O)C1O
21281,n1cnc(Nc2cccc(Cl)c2)c2c1cc(OC)c(OC)c2
21282,c1cccc2c1sc1c(-c3cccc4c3oc(N3CCOCC3)cc4=O)cccc12
21283,C1(O)C(O)C(COC2OC(C)C(O)C(O)C2O)OC(Oc2cc(O)c3c(c2)OC(c2cc(O)c(OC)cc2)CC3=O)C1O
21284,CC12C(CCC1(C(CO)=O)O)C1CCC3=CC(=O)C=CC3(C)C1C(O)C2
21285,c1ccccc1C(C(OC1CC(C)CC(C)(C)C1)=O)O
21286,C1C(OC(=O)c2c[nH]c3c2cccc3)C[C@H]2N(C)[C@@H]1CC2
21287,c1cc(-c2sc(C(C)(C)C)nc2-c2c(F)c(NS(c3c(F)cccc3F)(=O)=O)ccc2)nc(N)n1
21288,c1(CNC(=O)Nc2sc([N+]([O-])=O)cn2)ccc(OC)cc1
21289,c1cnc(NC(N2CCC(N3CCN(C)CC3)CC2)=O)cc1Oc1ccc(NC(=O)C2(C(Nc3ccc(F)cc3)=O)CC2)c(F)c1
21290,c1cccc2c1[n+]([O-])cc(C=NNC(=O)OC)[n+]2[O-]
21291,O1C(CO)C(O)C(O)C1n1c(N)c(C(N)=O)nc1
21292,c12cccc(-c3cccc4c3oc(N3CCOCC3)cc4=O)c1sc1ccccc21
21293,C(=O)(N[C@@H](C(C)C)C(=O)N[C@H](C[C@@H]([C@@H](NC(=O)OCc1cncs1)Cc1ccccc1)O)Cc1ccccc1)N(Cc1csc(C(C)C)n1)C
21294,c1nc2ccc(Cc3cnc4ccc(-c5cnn(C)c5)nn34)cc2cc1
21295,Clc1ccc([C@](N)(c2n(C)cnc2)c2ccc3n(C)c(=O)cc(-c4cccc(Cl)c4)c3c2)cc1
21296,C12C(C)(C=C(C#N)C(=O)C1(C)C)C1=CC(=O)C3C(C)(C1(C)CC2)CCC1(C(OC)=O)CCC(C)(C)CC13
21297,Nc1nc(Nc2ccc3c(c2)CCC(N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2
21298,C1CN(c2cc3c(c(=O)c(C(=O)O)cn3C3CC3)cc2F)CCN1CC
21299,c1c(Nc2c3c(=O)n(C4CC4)c(=O)n(-c4cccc(NC(C)=O)c4)c3c(C)c(=O)n2C)c(F)cc(I)c1
21300,C1C=CC=CC(OC2OC(C)C(N(C)C)CC2)C(C)CC(CC=O)C(OC2C(O)C(N(C)C)C(OC3OC(C)C(O)C(O)(C)C3)C(C)O2)C(OC)C(O)CC(=O)OC1C
21301,c1(N)c(OC)cccc1-c1cc(=O)c2ccccc2o1
21302,CC(C)N1CCN(c2ncc(-c3cc4n(C(C)C)ncc4c(C(=O)NCc4c(CCC)cc(C)[nH]c4=O)c3)cc2)CC1
21303,Oc1c(O)c(O)cc(C(=O)O[C@@H]2Cc3c(cc(O)cc3O)O[C@@H]2c2cc(O)c(O)c(O)c2)c1
21304,[C@@H]1(O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@@H](O)C4)[C@@H](O)C3)[C@@H](C)O2)C[C@H]2CC[C@H]3[C@@]4(O)CC[C@H](C5=CC(=O)OC5)[C@@]4(C)[C@H](O)C[C@@H]3[C@@]2(C)CC1
21305,C(=N/N1CCN(C2CCCC2)CC1)\c1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)[C@](C)(O4)O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N2
21306,Oc1c(OC)ccc(C2Oc3c(c(O)cc(OC4OC(CO)C(O)C(O)C4OC4C(O)C(O)C(O)C(C)O4)c3)C(=O)C2)c1
21307,c12ccc(Cl)cc1cc(C(N[C@@H](Cc1ccccc1)[C@@H](O)C(N(C)C)=O)=O)[nH]2
21308,O=P(O)(O)OCCC(SC(=O)c1ccccc1)=C(C)N(Cc1cnc(C)nc1N)C=O
21309,C(Nc1ccccc1)(=O)N1CCN(c2snc(-c3ccccc3)n2)CC1
21310,C(COC(Nc1c(F)cn(C2C(O)C(O)C(C)O2)c(=O)n1)=O)CCC
21311,OC(=O)c1ccc(NC(COS(=O)(c2ccc(C)cc2)=O)=O)cc1O
21312,C(F)(c1ccc(NC(C(=C(O)C)C#N)=O)cc1)(F)F
21313,C12=CC(=O)C=CC1(C)C1(F)C(CC2F)C2C(C)(C3(C(COC(=O)C)=O)OC(C)(C)OC3C2)CC1O
21314,N(Cc1ncccn1)C(=O)c1c(NCc2ccc(OC)c(Cl)c2)nc(N2C(CO)CCC2)nc1
21315,C[C@@H]1[C@]23[C@@H](CC1)C(=C)C[C@](O)([C@H](C(C)C)C2)O3
21316,NC(=O)C(c1c(CC)n(Cc2ccccc2)c2cccc(OCC(O)=O)c12)=O
21317,n1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)ncn1/C=C\C(=O)N1CC(F)(F)C1
21318,Cc1cc(C)[nH]c1/C=C1/c2c(cccc2)NC1=O
21319,c1(NCc2occc2)ncnc2nc[nH]c12
21320,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1
21321,OC(=O)CCC(C1C2(C)CCC3C4(C)CCC(O)CC4CC(O)C3C2CC1)C
21322,c1(CCO[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)ccc(O)cc1
21323,c1cc2c(nn(-c3ccc([C@@H]4CCCNC4)cc3)c2)c(C(N)=O)c1
21324,c1c(C=O)cc(OC)c(O)c1
21325,c1(COc2ccc(CCCCn3nncc3)cc2)nc(/C=C/c2ccc(C(F)(F)F)cc2)oc1
21326,FC(F)(F)c1cc(NC(c2cc(Cl)ccc2O)=O)cc(C(F)(F)F)c1
21327,O[C@@H]1[C@@]2(F)[C@H]([C@@H]3C[C@H]4OC(C)(C)O[C@@]4(C(=O)CO)[C@@]3(C)C1)C[C@H](F)C1=CC(=O)C=C[C@@]12C
21328,[n+]1([O-])c(/C=N/NC(OC)=O)c[n+]([O-])c2ccccc12
21329,C12=CC3C4N(CCCC4)CC(C3)C1NCCC2
21330,C(N)(c1c2c(cc(C[C@@H](C)NCCOc3ccccc3OCC(F)(F)F)c1)CCN2CCCO)=O
21331,C(C1CCC(C)C(C(C)C(C(C(=O)C(CC)C2C(C)CC(C)C3(OC4(CCC(C)(C5OC(C)C(O)(CC)CC5)O4)C(O)C=C3)O2)C)O)O1)(C(O)=O)CC
21332,O=c1c(C(O)=O)cn(CC)c2c1cc(F)c(N1CCNCC1)n2
21333,[C@@H]1(O)C(C)(C)[C@H]2[C@](C)(CC1)[C@@H]1[C@](C)([C@@]3(C)C(=CC1)[C@H]1[C@@](C(O)=O)(CC3)CCC(C)(C)C1)CC2
21334,n1c(-c2cn[nH]c2-c2nc(C)ccc2)ccc2c1cccn2
21335,C12CC3(O)CC(NCC(N4C(C#N)CCC4)=O)(CC(C1)C3)C2
21336,c1nc2ccccc2cc1-c1ccc2ncc3c(c2c1)N(c1ccc(C(C)(C#N)C)cc1)C(=O)OC3
21337,O=C1C(CCCCCCCCCCO)=C(C)C(=O)C(OC)=C1OC
21338,c1([C@@H]2CN(C(=O)c3ccc(F)cc3)CCC2)onc(-c2ccc(F)cc2)n1
21339,[C@H]1(O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@H]2[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O2)C[C@@H]2O[C@](O)(C[C@@H](O)C1)C[C@H](O)[C@H]2C(=O)O
21340,C(NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)(=O)C(N)c1ccc(O)cc1
21341,C(C(c1c(O)cc(O)cc1O)=O)Cc1ccc(O)cc1
21342,C(c1ccc(Cl)cc1)(NCCS(=O)(=O)c1ncc(C(F)(F)F)cc1)=O
21343,C=C1[C@@H](O)C[C@H](O)C/C1=C/C=C1/[C@H]2[C@](C)(CCC1)[C@@H]([C@@H](CCCC(C)C)C)CC2
21344,[N+](=O)(c1c(O)c(O)cc(C(=O)c2ccc(C)cc2)c1)[O-]
21345,C1C[C@H](O)CC2=CC[C@H]3[C@H]4[C@@](C)([C@@H]([C@@H](/C=C/[C@H](C(C)C)CC)C)CC4)CC[C@@H]3[C@@]12C
21346,c1nc(NS(=O)(c2ccc(N)cc2)=O)nc(C)c1
21347,c1c(Nc2nc(Nc3c(C)cc(C=CC#N)cc3C)ccn2)ccc(C#N)c1
21348,c1(O)ccc2[nH]cc(C3CCN(C)CC3)c2c1
21349,c12cccnc1Oc1c(cc(C(C)C(O)=O)cc1)C2
21350,c1c(-c2cnncc2)c2cc(-c3cc(NS(c4c(F)cc(F)cc4)(=O)=O)c(OC)nc3)ccc2nc1
21351,C1(=O)NN=C(c2ccc(NN=C(C#N)C#N)cc2)C(C)C1
21352,C(\c1cccc(Br)n1)=C(\C#N)C(=O)N[C@H](c1ccccc1)C
21353,O=C(N(C)C)[C@H]1NC[C@@H](SC2=C(C(O)=O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)C1
21354,c1cccc(C(O[C@@H]2[C@@]3(O)C(C)(C)C(=C(C)[C@@H](OC([C@@H]([C@@H](NC(OC(C)(C)C)=O)c4ccccc4)O)=O)C3)[C@@H](OC)C(=O)[C@@]3(C)[C@H]2[C@@]2(OC(=O)C)[C@@H](C[C@@H]3OC)OC2)=O)c1
21355,C(CCN(C(C)C)CC1C(O)C(O)C(n2cc(Br)c3c(N)ncnc32)O1)NC(=O)Nc1ccc(C(C)(C)C)cc1
21356,c1(C)c(-c2cc3ncc4c(n([C@@H](c5ccccn5)C)c(=O)[nH]4)c3cc2OC)c(C)no1
21357,[nH]1c(-c2ccc(OCCN(C)C)cc2)nc(-c2ccc3c(c2)CC/C3=N\O)c1-c1ccncc1
21358,[C@H]12[C@@H](CCC3=CC(=O)CC[C@H]13)[C@@H]1C=C[C@@](O)(C#C)[C@@]1(CC)CC2
21359,N#CC(C)(C)c1cc(Cn2ncnc2)cc(C(C)(C)C#N)c1
21360,c1cc(C(Nc2cc(C)c(C(N3c4c(cc(Cl)cc4)C(O)CCC3)=O)cc2)=O)c(C)cc1
21361,c12c(Nc3cc(Cl)c(OCc4ccccn4)cc3)c(C#N)cnc1cc(OCC)c(NC(=O)C=CCN(C)C)c2
21362,c1(-c2ncnc(Oc3cccc4c3nc(NC(C)=O)s4)c2)ccc(C(F)(F)F)cc1
21363,C(O)(C(C)O)C(C(OC)C1C(OC2OC(C)C(O)C(OC3CC(OC4OC(C)C(O)C(C)(O)C4)C(O)C(C)O3)C2)C(=O)c2c(cc3c(c2O)c(O)c(C)c(OC2CC(OC4CC(O)C(O)C(C)O4)C(O)C(C)O2)c3)C1)=O
21364,[C@@H]12[C@](C)(C[C@H](O)[C@]3(F)[C@]4(C)C(=CC(=O)C=C4)CC[C@@H]13)[C@](C(CO)=O)(O)[C@H](O)C2
21365,c1(N)nc(N)c2nc(-c3ccccc3)c(N)nc2n1
21366,[C@@H]1(COc2ccc(N3CCN(c4ccc(-n5c(=O)n(C(C)CC)nc5)cc4)CC3)cc2)O[C@@](Cn2ncnc2)(c2c(Cl)cc(Cl)cc2)OC1
21367,C12C(C(=O)O)C1S(=O)(=O)CC2(C(O)=O)N
21368,C(NN)(=O)c1ccncc1
21369,c1cc2c(cc1)-c1c3c(cccc3[nH]c(=O)c1NCCc1ccccc1)C2=O
21370,ONC(CCCOc1ccc(Cl)cc1C)=O
21371,C1(=O)N2C(C(=O)O)=C(COC(=O)C)CSC2C1N
21372,O[C@H]1[C@@H](O)[C@H](n2nc(C(N)=O)nc2)O[C@@H]1CO
21373,c1c(OCC(F)(F)F)c(C)c(CS(c2nc3ccccc3[nH]2)=O)nc1
21374,COC(=O)C1(c2c(OC)cc3c(c2)C24CCN5C2C(CC)(C=CC5)C(OC(C)=O)C(C(OC)=O)(O)C4N3C)c2c(c3c([nH]2)cccc3)CCN2CC(CC(CC)(O)C2)C1
21375,c12c(cccc1)C(NC(=O)C(C)NC(=O)Cc1cc(F)cc(F)c1)C(=O)N(C)c1ccccc1-2
21376,c1(S(=O)C)ccc(-c2[nH]c(-c3ccncc3)c(-c3ccc4cc(OC)ccc4c3)n2)cc1
21377,C(N)(=S)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C#N
21378,O=S(C1(c2cc(F)ccc2F)CCC(CCC(O)=O)CC1)(c1ccc(Cl)cc1)=O
21379,C1(=O)CCC2(C3(C)C(CC2)C2C(SC(=O)C)CC4=CC(=O)CCC4(C)C2CC3)O1
21380,Oc1cc(O)c2c(oc(-c3c(Cl)cccc3)cc2=O)c1C1C(O)CN(C)CC1
21381,CC(C)(C)C#C/C=C/CN(Cc1cccc2c1cccc2)C
21382,c1cc([C@@H](C)n2c3c(cnc4cc(-c5c(C)onc5C)c(OC)cc43)[nH]c2=O)ncc1
21383,c1(C(C)(NC(=O)c2oc(C)nn2)C)n(C)c(=O)c(O)c(C(NCc2ccc(F)cc2)=O)n1
21384,C(c1ccc(NC(NCCCN(CC2OC(n3c4ncnc(N)c4c(Br)c3)C(O)C2O)C(C)C)=O)cc1)(C)(C)C
21385,Cc1cc2c(c(C)c1)N(CC1CCC(C(O)=O)CC1)CCCC2N(c1nn(C)nn1)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
21386,[C@H]12[C@@](CC)([C@@](C#C)(O)C=C1)CC[C@@H]1[C@H]3CCC(=O)C=C3CC[C@@H]21
21387,[C@H]1(O)[C@H](CO)O[C@H](n2cc(C)c(=O)[nH]c2=O)[C@@H]1F
21388,C12CC(C)C3=CC(=O)C=CC3(C)C1(F)C(O)CC1(C)C(C(C)=O)(OC(C)=O)CCC21
21389,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl
21390,C1=CC2(OC3(C1O)OC(C)(C1CCC(CC)(O)C(C)O1)CC3)C(C)CC(C)C(C(CC)C(=O)C(C(O)C(C)C1C(C)CCC(C(CC)C(=O)O)O1)C)O2
21391,c1ccc(C2C(C(OC(C)C)=O)=C(C)NC(N)=C2C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)cc1[N+]([O-])=O
21392,c1cc(C=CCn2cc(C=CC(=O)Nc3ccc(F)cc3N)cn2)ccc1
21393,c1(O)c(CC=C)cc(-c2c(O)ccc(CC=C)c2)cc1
21394,C/C([C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1)=C\c1nc(C)sc1
21395,c1nc(Nc2scc(C(=O)NCc3ccccc3)n2)ccn1
21396,c12c(OCC(O)CNCCOc3c(OC)cccc3)cccc1[nH]c1ccccc21
21397,O=C(C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(OC(C)(C)C)=O)OCC
21398,c12c(cc(Oc3nc4n(Cc5ccc(-c6ccccc6)cc5)cnc4c(NC(Cc4ccccc4)CO)n3)cc1)CCC2
21399,C1CCCC(COc2nc(N)nc(N)c2N=O)C1
21400,C(C(O)C(C)C1(O)OC(C)C(CC)C(OC2OC(C)C(O)C(O)C2)C1)(C)C1C(C)C=CC=CC(=O)OC(C(C)C(C(C2(O)CC(OC3OC(C)C(O)C(O)C3)C(CC)C(C)O2)C)O)C(C)C=CC=CC(=O)O1
21401,C12=CCC3C(CCC4(C)C3CCC4C(C)=O)C1(C)CCC(O)C2
21402,s1cc(-c2nc(NCCc3ccc(O)cc3)c3c(n2)n(C(C)C)cn3)c2ccccc12
21403,[C@@H]12[C@@H](c3c(c(F)cc(F)c3)NC1c1cccnc1)C=CC2
21404,c1c2c(c(O)c(O)c1)OC[C@@]1(O)[C@@H]2c2cc(O)c(O)cc2C1
21405,c1c(OC)cc2c(n(C(=O)c3ccc(Cl)cc3)c(C)c2CC(O)=O)c1
21406,c1(NS(c2ccc(OC)cc2)(=O)=O)cccnc1Nc1ccc(O)cc1
21407,O(c1cc2c(s1)CCN(C(c1ccccc1F)C(=O)C1CC1)C2)C(C)=O
21408,O=c1c(C)cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]1
21409,N1C(C)N(c2ccccc2C)C(=O)c2cc(S(=O)(=O)N)c(Cl)cc21
21410,CC12C3(OC(=O)CC3)C3CC3C1C1C3C(C4=CC(=O)CCC4(C)C1CC2)C3
21411,N(C)(C/C=C/C(Nc1cc2c(cc1OCC)ncc(C#N)c2Nc1ccc(F)c(Cl)c1)=O)C
21412,O=C(OC)/C=C/C(=O)OC
21413,C1[C@@]2(C)C(=CC(=O)C1)[C@@H](C)C[C@H]1[C@H]3[C@@](C)([C@@](OC(C)=O)(C(C)=O)CC3)CC[C@@H]12
21414,[C@@H]1(O)CC2=CC[C@H]3[C@H]4[C@](C)(CC[C@@H]3[C@@]2(C)CC1)C(c1cccnc1)=CC4
21415,C12=CC(=O)[C@H]3[C@@H]([C@]1(C)[C@@H]1[C@H]([C@H]4[C@@](C)([C@](C(C)=O)(OC(C)=O)CC4)CC1)C=C2Cl)C3
21416,c12n(C)c(/C=C/c3cc(OC)c(OC)cc3)nc1n(CC)c(=O)n(CC)c2=O
21417,c12oc(-c3c(N)c(OC)ccc3)cc(=O)c1cccc2
21418,c1c(-c2nn3c(Sc4cc5c(nccc5)cc4)nnc3cc2)cn(C)n1
21419,c1(/C=C/Cn2cc(/C=C/C(Nc3c(N)cc(F)cc3)=O)cn2)ccccc1
21420,c1c2c(ccc1O)CC(c1ccc(O)cc1)CO2
21421,CC1CN(CC(Nc2ccc3c(c2)Cc2c(c(-c4oc(N5CCOCC5)cc(=O)c4)ccc2)S3)=O)CC(C)O1
21422,C(C1CC(CCC)CN1C)(=O)NC(C(Cl)C)C1OC(SC)C(O)C(O)C1O
21423,O[C@@]1(C(=O)CO)[C@]2(C)[C@@H](C[C@H]1C)[C@@H]1C[C@H](F)C3=CC(=O)C=C[C@]3(C)[C@@]1(F)[C@@H](O)C2
21424,OC(CO)C(C(O)C(CO)O)O
21425,c1(OC)cc(OC)cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)c1
21426,C([C@]1(C)O[C@@]2(C)[C@](O)(C(=O)C1)[C@@]1(C)[C@@H](O)CCC(C)(C)[C@@H]1[C@H](O)[C@@H]2OC(C)=O)=C
21427,C1(=O)NC(=O)C(c2c([N+](=O)[O-])cccc2)=C1Nc1ccc(O)c(Cl)c1
21428,O1C(Oc2c(C)c(O)c3c(O)c4c(cc3c2)CC(C(C(C(C(C)O)O)=O)OC)C(OC2CC(OC3CC(OC5OC(C)C(O)C(O)(C)C5)C(O)C(C)O3)C(O)C(C)O2)C4=O)CC(OC2CC(O)C(O)C(C)O2)C(O)C1C
21429,c1(C)c(N=Nc2cccc(-c3cccc(C(=O)O)c3)c2O)c(=O)n(-c2cc(C)c(C)cc2)[nH]1
21430,C12C(C3C(C)(C(OC(=O)CCCC)CC3)CC1)CCc1cc(O)ccc12
21431,C1Cc2c(ccc(-c3c(-c4ccncc4)[nH]c(-c4ccc(OCCN(C)C)cc4)n3)c2)/C1=N/O
