,Smiles
11859,CNCC(C(C(C(O)CO)O)O)O
11860,[nH]1c(=O)n(P(O)(O)=O)nc1CN1CCOC(OC(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1c1ccc(F)cc1
11861,c12nc(N)n(S(=O)(=O)c3ccc(C)cc3)c1cccc2
11862,c1c(CN2CCN(C)CC2)ccc2ncn(-c3cc(O[C@H](C)c4c(C(F)(F)F)cccc4)c(C(N)=O)s3)c12
11863,C1CCN(C)C(Cn2cc(C(=O)c3cc([N+]([O-])=O)ccc3I)c3ccccc23)C1
11864,C1C(OC(C(CO)c2ccccc2)=O)CC2[N+](C)(C)C1C1C2O1
11865,N(C)(Cc1c[nH]c2ccccc12)C
11866,OC([C@H]1O[C@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]4(C)[C@]5(C)CC[C@@]6(C)CC[C@@](C(O)=O)(C)C[C@H]6C5=CC(=O)[C@H]34)C2(C)C)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O2)[C@@H](O)[C@@H]1O)=O
11867,CC(=O)/C=C1/N(CC)c2c(ccc(OC)c2)S1
11868,FC(c1cccc(N2C(=S)S/C(=C\c3ccc(C(O)=O)cc3)C2=O)c1)(F)F
11869,Nc1c(-c2[nH]c3cc(N4CCN(C)CC4)ccc3n2)c(=O)[nH]c2cccc(F)c21
11870,c1(Cl)cc(Cl)c(Cn2nc(C(O)=O)c3c2cccc3)cc1
11871,CC=CCC(C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O)C
11872,O=C1c2c(c3c(s2)ccc2nc(-c4ccc(C)nc4)ccc32)NCC(C)N1
11873,c1nc2nc[nH]c2c(NC(c2cc3cccc(Cl)c3c(=O)n2-c2ccccc2)C)n1
11874,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
11875,[C@@H]1(NC(/C(c2csc(N)n2)=N\OC)=O)C(=O)N2C(C(OCOC(C(C)(C)C)=O)=O)=C(/C=C\c3c(C)ncs3)CS[C@H]12
11876,C1C2(C(OC)=O)C3N(CCc4c5c(cccc5)[nH]c42)CC1C=C3CC
11877,c1(C(N)=O)cc2c(nccc2-c2c3n(nc2-c2nc(C)ccc2)CCC3)cc1
11878,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
11879,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O.O
11880,c1cc(OC(F)(F)F)ccc1-n1c(C)nc(C#Cc2cc(Cl)ncc2)c1C
11881,c1(C(c2c(O)cc(O)c(CC)c2CC(=O)N(CCOC)CCOC)=O)ccc(OCCN2CCOCC2)c(OC)c1
11882,c1ccc(-n2sc(=O)n(Cc3ccccc3)c2=O)c2ccccc12
11883,Clc1cc(CN2C(=O)C(=NOC(=O)C)c3cc(Cl)ccc32)c(Cl)cc1
11884,c1(O)c(O)c(O)cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2O)c1
11885,c12nc3c(c(CC)c1Cn1c(=O)c4c(cc1-2)C(O)(CC)C(=O)OC4)cc(OC(N1CCC(N2CCCCC2)CC1)=O)cc3
11886,C1[C@@]2(O)C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O[C@H](C)C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)C[C@@H]([C@H](C(O)=O)[C@H]1O)O2
11887,s1c(NC(=O)Nc2cc(Cl)ccc2)ncc1CCNc1ncnc2ccsc21
11888,C1[C@H](O)[C@@H]2[C@]3(C)C(=CC(=O)C=C3)CC[C@H]2[C@@H]2CC[C@@](C(CO)=O)(O)[C@@]12C
11889,[C@H]1(OC)[C@@]2(C)n3c4c(c5c(c6c7ccccc7n(c46)[C@@H](C[C@H]1N(C(=O)c1ccccc1)C)O2)C(=O)NC5)c1c3cccc1
11890,C1C2N(C)C(C3OC32)CC1O
11891,c12ccc3c(oc(N4CCOCC4)cc3=O)c1cccc2
11892,C#C[C@@]1(O)[C@]2(C)[C@@H](CC1)[C@@H]1CCC3=CC(=O)CC[C@@H]3[C@H]1CC2
11893,C(Cc1ccc(C(C)C(O)=O)cc1)(C)C
11894,C(C(C(=O)c1ccc(N(C)C)cc1)C)=C(C)C=CC(=O)NO
11895,[C@@H]1(C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]3[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H]6C[C@@]7(O[C@H](C/C=C/3C)C6)CC[C@H](C)[C@@H]([C@H](CC)C)O7)[C@]45O)C[C@@H]2OC)C[C@H](OC)[C@H]1O
11896,c1c(C(C)C(O)=O)ccc(CC(C)C)c1
11897,n1(C)cnc2c1c(=O)[nH]c(=O)n2C
11898,C1CCCC(NC(=O)N(N=O)CCCl)C1
11899,c1c(C=CC(c2ccc(O)cc2O)=O)ccc(O)c1
11900,c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(OCCN(C)C)cc3)n2)cc2c(cc1)C(=NO)CC2
11901,c1ccc(NC(N[C@@H]2CCN(c3ncc(C(F)(F)F)cc3)C2)=O)c(Br)c1
11902,n1c(N2CCC(C(N[C@H](c3ccc(Cl)cc3)CCO)=O)(N)CC2)c2cc[nH]c2nc1
11903,C(CC(C)NC(c1cc(Cl)c(Cl)cc1)=O)C
11904,c12nc3ccccc3n(-c3ccc(Cl)cc3)c-1cc(=NC(C)C)c(Nc1ccc(Cl)cc1)c2
11905,c1(-c2nc(N)nc(C(C)C)c2)ccc(F)c2c1cccc2
11906,C1C[C@]2(C(O)=O)[C@H](C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]13C)[C@@H](C)[C@H](C)CC2
11907,n1cc(CCNc2ncnc3c2scc3)sc1NC(=O)Nc1cccc(Cl)c1
11908,CC(c1cccc(C(C)C)c1OS(=O)(=O)NC(=O)Cc1c(C(C)C)cc(C(C)C)cc1C(C)C)C
11909,O(CC1COC(c2ccc(Cl)cc2Cl)(Cn2ccnc2)O1)c1ccc(N2CCN(C(C)=O)CC2)cc1
11910,c1(O)c(C(NCCO)=O)cc(CC=C)cc1OC
11911,O(Cc1ccccc1)c1ccc(O)cc1
11912,O=S(C)(=O)c1cc(Cl)c(C(=O)Nc2ccc(Cl)c(-c3ncccc3)c2)cc1
11913,N1(C(=O)COc2ccc(Cl)cc2)CCN(C(c2nc3ccccc3c(=O)n2-c2ccccc2OCC)C)CC1
11914,OC1C(N(C)C)CC(C)OC1OC1C(O)(C)CC(C)C(=NOCOCCOC)C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC2OC(C)C(O)C(C)(OC)C2)C1C
11915,[nH]1c([C@@H]2CCCN2C([C@@H](NC(OC)=O)C(C)C)=O)ncc1-c1ccc(-c2ccc(-c3cnc([C@H]4N(C([C@H](C(C)C)NC(OC)=O)=O)CCC4)[nH]3)cc2)cc1
11916,c1(=O)n(P(O)(=O)O)nc(CN2[C@@H](c3ccc(F)cc3)[C@@H](O[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OCC2)[nH]1
11917,c1c2c(c(Nc3cc(Cl)ccc3)ncn2)cc(OC)c1OC
11918,c1c(C=CC=CC(N2CCCCC2)=O)cc2c(c1)OCO2
11919,C(C)N(C(C(C#N)=Cc1cc([N+]([O-])=O)c(O)c(O)c1)=O)CC
11920,C1(=O)C(C)(C)C(O)CC(=O)NC(C(=Cc2csc(C)n2)C)CC2C(C)(CCCC(C)C(O)C1C)O2
11921,Oc1c2c(oc(-c3ccc(O)c(O)c3)c(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)O3)c2=O)cc(O)c1
11922,C1C2CC3CC(O)(CC1([C@@H](C(=O)N1[C@@H]4[C@@H](C4)C[C@H]1C#N)N)C3)C2
11923,O=C1C(=Cc2ccc(CC)cc2)SC(=S)N1
11924,O=C(N)OCC(COC(=O)NC(C)C)(C)CCC
11925,c1(-c2ncn(/C=C\C(NNc3cnccn3)=O)n2)cc(C(F)(F)F)cc(C(F)(F)F)c1
11926,n1c(N)nc(N)c2nc(-c3ccccc3)c(N)nc12
11927,N1(c2nc(-c3ccc(NC(NCC)=O)cc3)nc3c2CCN(C2COC2)C3)C(C)COCC1
11928,c1cnc(=O)n(C2OC(CO)C(O)C2O)c1
11929,c12ccc(Cl)cc1CCc1c(nccc1)C2=C1CCN(C(=O)OCC)CC1
11930,C1=C(CO)C2C(O)OC=C(C(=O)OC)C2C1
11931,Oc1ccc(C=C(C#N)C#N)cc1O
11932,O(c1ccc(-c2nc3nc(N4C[C@@H](C)O[C@@H](C)C4)nc(N4CCOCC4)c3cc2)cc1CO)C
11933,c1cc(OC)ccc1-n1nc(C(N)=O)c2c1C(=O)N(c1ccc(N3C(=O)CCCC3)cc1)CC2
11934,C(N(CCCl)c1ccc(CC(N)C(=O)O)cc1)CCl
11935,c1cc(CC(C)C)ccc1C(C(=O)O)C
11936,O(c1c(OCC(O)CO)cccc1)C
11937,C12C34C5(C(OC(=O)C5O)OC3(C3(O)C(C)C(=O)OC3C4O)C(=O)O1)C(C(C)(C)C)C2
11938,c1(OC)cc2c(cc1OC)c(Nc1cc(Cl)ccc1)ncn2
11939,C12CC=C3CC(O)CCC3(C)C1CCC1(C)C(n3c4ccccc4nc3)=CCC21
11940,C1[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21
11941,c1c(C(OC)([C@H](Oc2nc(C)cc(C)n2)C(=O)O)c2ccccc2)cccc1
11942,O(C(C(O)=O)(CC)C)c1ccc(C2(c3ccc(OC(C(=O)O)(CC)C)cc3)CCCCC2)cc1
11943,c1ccc(C(=O)c2ccc(OCC(NC3CCN(Cc4ccccc4)CC3)=O)cc2)cc1
11944,FC(c1cc(C(F)(F)F)cc([C@@H]2[C@H](C)N(Cc3c(-c4cc(C(C)C)c(F)cc4OC)ccc(C(F)(F)F)c3)C(=O)O2)c1)(F)F
11945,c1(-c2ccncc2)[nH]c(-c2ccc(S(=O)C)cc2)nc1-c1cc2c(cc1)cc(OC)cc2
11946,c1(O)cc(O)c(C(/C=C/c2ccc(O)cc2)=O)cc1
11947,c1(C(=S)N)cc(CCC)ncc1
11948,C1CC(=O)NC(=O)C1N1C(=O)c2c(c(N)ccc2)C1
11949,c1(N2S(=O)(=O)CCCC2)nc(C(NCc2ccc(F)cc2)=O)c(O)c(=O)n1C
11950,c12cnc3cc(-c4c(C)noc4C)c(OC)cc3c1n(C(C)c1ncccc1)c(=O)[nH]2
11951,O(c1c(OCC2N(C(CC(=O)OCC)=O)CCS2)cccc1)C
11952,c1(-c2ccc(F)cc2)ccc(Cc2c(C)ccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)s1
11953,c1ccc(C(c2ccccc2)(C(C(O)=O)Oc2nc(C)cc(C)n2)OC)cc1
11954,n1(CC)c2cc3c(cc2c(=O)c(C(=O)O)n1)OCO3
11955,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1cnc2c1nc[nH]c2=O
11956,C(#N)C(=C1SC(c2ccc(Cl)cc2Cl)CS1)n1ccnc1
11957,[C@H]1(O)[C@@H](O)[C@H](n2c(N)c(C(=O)N)nc2)O[C@@H]1CO
11958,n1cc(C#N)c(Nc2ccc(F)c(Cl)c2)c2cc(NC(=O)C=CCN(C)C)c(OCC)cc12
11959,O=C(c1ccc(C(=O)O)cc1)Nc1ccc2c(c1)C(C)(C)CCC2(C)C
11960,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
11961,O=C1C=C2CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@@H]3[C@@]2(C)C=C1
11962,c1cccc(NC(=O)N[C@H]2CN(c3ccc(C(F)(F)F)cn3)CC2)c1Br
11963,O1CC2=C(C1=O)CC[C@]1(C)[C@]34[C@H]([C@H]5[C@](C(C)C)(O5)[C@@H](O)[C@]35[C@H](C[C@H]12)O5)O4
11964,C(C(CC(C(NC(OCc1cncs1)=O)Cc1ccccc1)O)NC(=O)C(C(C)C)NC(N(C)Cc1nc(C(C)C)sc1)=O)c1ccccc1
11965,C(c1cc(Nc2nccc(-c3n4c(cccc4)nc3-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)n2)c(OC)cc1N1CCC(N2CCN(S(=O)(=O)C)CC2)CC1)C
11966,[C@H]12[C@@](C)([C@@H]3[C@@](C)(CC1)[C@]1(C)CC[C@@]4(C(O)=O)CC[C@@H](C(C)=C)[C@@H]4[C@H]1CC3)CC[C@H](O)C2(C)C
11967,C(=C/c1nc(C)sc1)(\[C@@H]1C[C@H]2[C@@H](CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1)O2)C
11968,O1[C@H](C(O)=O)[C@H]1C(=O)N[C@@H](CC(C)C)C(NCCCCN=C(N)N)=O
11969,c1c2c([C@H]3[C@H](c4c5ccccc5[nH]c4)C(=O)NC3=O)cn3c2c(cc1)CCC3
11970,[C@@H]1(C)[C@H]2OC(=O)/C=C/[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@](O)(C)[C@H](O)[C@@H](C)C/C=C/C=C/[C@@H](CC)CC[C@H]([C@@H]2C)O[C@@]12CC[C@@H](C)[C@@H](C[C@H](C)O)O2
11971,C12=CC=C3[C@H](CC[C@]4(C)[C@@H]([C@@H](/C=C/[C@H](C)C(C)C)C)CC[C@H]43)[C@@]1(C)CC[C@H](O)C2
11972,c1ccccc1C[C@@H](CC[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(C(C)C)sc1)C)CCN1CCOCC1)Cc1ccccc1)NC(OCc1scnc1)=O
11973,C12=CC=C3C(CCC4(C)C(C(C=CC(C)C(C)C)C)CCC34)C1(C)CCC(O)C2
11974,N1(CC(F)(F)F)C[C@]2(NS1(=O)=O)[C@H]1Cc3c(ccc(/C=C/CN4CCC(C(F)(F)F)CC4)c3)C[C@@H]2CC1
11975,c1(-c2ccc(-c3nnco3)cc2)c(S(Nc2ncc(C)nc2OC)(=O)=O)cccn1
11976,C(c1ccc(/C=C/C(NO)=O)cc1)N(CCc1c2c([nH]c1)cccc2)CCO
11977,C[C@@]12C(=CC(=O)C=C1)CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@H]21
11978,c1nn(Cc2cccc(F)c2)c2ccc(Nc3ncnn4cc(NC(=O)OC[C@@H]5COCCN5)c(C)c43)cc12
11979,C1CCCCC1C(=O)N1CC2c3ccccc3CCN2C(=O)C1
11980,[C@H]1(C(=O)c2ccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)cc2)[C@H](C(O)=O)CCC1
11981,C(CC(c1c(O)cc(O)cc1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)=O)c1ccc(O)cc1
11982,c1(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1
11983,c1(NC(CCc2ccc(OC)c(OC)c2)=O)sc2c(ccc(Cl)c2)n1
11984,C(CCOc1cc2c(Nc3cc(Cl)c(F)cc3)ncnc2cc1OC)N1CCOCC1
11985,n1ccccc1NS(c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1)(=O)=O
11986,O1C(n2cnc(C(N)=O)c2O)C(O)C(O)C1CO
11987,COc1cc(C(C(C)C)(C#N)CCCN(C)CCc2ccc(OC)c(OC)c2)ccc1OC
11988,C1N2C(OC)(C3NC13)C(COC(=O)N)C1=C2C(=O)C(C)=C(N)C1=O
11989,CCCNC(Nc1ccc(Oc2c3c(cc(OC)c(OC)c3)ncn2)cc1Cl)=O
11990,C1(C#C)(O)CCC2C3CCc4cc(O)ccc4C3CCC12C
11991,[C@]12(C)CC[C@@H]3[C@@]4(C)C=CC(=O)N[C@@H]4CC[C@H]3[C@@H]1CC[C@@H]2C(NC(C)(C)C)=O
11992,CN1C(=O)C(C)N(CCC(C)C)c2nc(Nc3cc(F)c(O)c(F)c3)ncc21
11993,n1c(C(F)F)n(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c2c1cccc2
11994,C(CCC(NO)=O)CCCC(=O)Nc1ccccc1
11995,C1C[C@]2(C(O)=O)[C@@H]([C@H]3CC[C@@H]4[C@]5(C)[C@@H](CC[C@@]4(C)[C@]13C)C(C)(C)[C@@H](O)CC5)[C@H](C(C)=C)CC2
11996,c1cc(Nc2ncnc3cc(OC)c(OC)cc32)cc(Cl)c1
11997,c1(C)c(=O)[nH]c(=O)n(C2C=CC(CO)O2)c1
11998,C(=C(\C#N)C(N(CC)CC)=O)\c1cc([N+]([O-])=O)c(O)c(O)c1
11999,c12c(-c3[nH]c4c(c3)cc(O)cc4)nn(C(C)C)c1ncnc2N
12000,OC(C1=C(COC(C)=O)CSC2C(N)C(=O)N21)=O
12001,Fc1c(Cl)cccc1Nc1c2c(cc(OC)c(OC3CCN(CC(=O)NC)CC3)c2)ncn1
12002,c1(Cl)ccc2c(c1)nc(C(N(C(=O)c1ccc(C)cc1)CCCN)C(C)C)n(Cc1ccccc1)c2=O
12003,C(#N)C(OC1C(O)C(O)C(O)C(COC2C(O)C(O)C(O)C(CO)O2)O1)c1ccccc1
12004,c1(O)c(O)ccc(CC(C)(C(=O)O)NN)c1
12005,C(\C(Nc1ccc(F)cc1N)=O)=C/c1cnn(C/C=C/c2ccccc2)c1
12006,c1c(S(c2ccc(NC(c3c(O)c(O)c(O)c(Cc4ccccc4C(C)C)c3)=O)cc2)(=O)=O)c(C(C)(C)C)ccc1
12007,c1(Nc2ncnc3cc4c(cc32)OCCOCCOCCO4)cc(C#C)ccc1
12008,n1(-c2ccc(C(C)(C#N)C)cc2)c2c(n(C)c1=O)cnc1c2cc(-c2cnc3ccccc3c2)cc1
12009,c1cc(O)ccc1C=Cc1cc(O)cc(O)c1
12010,O1C2(C(C)C)C1C1C3(O1)C1(C)CCC4=C(C1CC1OC13C2O)COC4=O
12011,C1CC/C=C\[C@H]2[C@](C(=O)NS(=O)(C3CC3)=O)(NC(=O)[C@@H]3C[C@@H](OC(N4Cc5c(F)cccc5C4)=O)CN3C(=O)[C@@H](NC(OC(C)(C)C)=O)CC1)C2
12012,NC1(Cc2ccc(Cl)cc2)CCN(c2c3c([nH]cc3)ncn2)CC1
12013,C1(OC(NC(Cc2ccccc2)C(CN(S(=O)(c2ccc(N)cc2)=O)CC(C)C)O)=O)COCC1
12014,c1cc(CCC(=O)c2c(O)cc(O)cc2OC2OC(CO)C(O)C(O)C2O)ccc1O
12015,N(S(=O)(c1cccnc1-c1ccc(-c2ocnn2)cc1)=O)c1ncc(C)nc1OC
12016,C1CCC2C3C(C4CCCC(=O)N4C2)CCC[N+]13[O-]
12017,C1[C@@H]2[C@@](C)([C@@](C#C)(O)C1)CC[C@@H]1c3c(cc(OC)cc3)CC[C@@H]21
12018,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+]
12019,C1(=C(\n2ccnc2)C#N)\SC[C@@H](c2ccc(Cl)cc2Cl)S1
12020,c1c(C(c2ccc3n(C)c(=O)cc(-c4cc(Cl)ccc4)c3c2)(N)c2ccc(Cl)cc2)n(C)cn1
12021,c1c(NC(C)=O)c(O)ccc1[As](O)(=O)O
12022,[nH]1c2c(cc1-c1nc(C3CCC(C(=O)O)CC3)n3c1c(N)ncn3)cccc2OC
12023,c1(O)c(C(C)C)cc(-c2c(-c3ccc(CN4CCOCC4)cc3)c(C(=O)NCC)no2)c(O)c1
12024,Cc1[nH]n(-c2scc(-c3ccccc3)n2)c(=O)c1N=Nc1ccccc1OCC
12025,c1c2c(c([C@H](NCCCc3cccc(C(F)(F)F)c3)C)ccc2)ccc1
12026,c1(C(=O)O)c(=O)c2cc3c(cc2n(CC)n1)OCO3
12027,C1C(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C\C(O)=O)=C(C)CC1
12028,C(CO)(C(C(C(CO)O)O)O)O
12029,C1C(C)(C)C(C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C)CCCC2(C)C)C)C)=C(C)CC1
12030,C(CC(C(=O)N)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1)C(F)(F)F
12031,c1c2n(C)c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)c1
12032,CC(NC[C@@H](O)COc1c(C#N)c(Cl)ccc1)(C)Cc1ccc2ccccc2c1
12033,c1c(Oc2ccccc2)cccc1C(C)C(=O)O
12034,c1c(Oc2ccccc2)ccc(-c2c3c(ncnc3N)n([C@@H]3CCCN(C(=O)C=C)C3)n2)c1
12035,[C@H]12[C@@H]([C@@]3(C)C=CC(=O)C=C3C(=C)C1)CC[C@]1(C)C(=O)CC[C@@H]21
12036,[C@@]12(Cl)[C@@]3(C)C=CC(=O)C=C3CC[C@H]1[C@@H]1C[C@@H](C)[C@@](C(=O)CCl)(OC(c3occc3)=O)[C@@]1(C)C[C@@H]2O
12037,O=C(CC(C)C)N
12038,c1cc(Cc2c3cc(NC(OC4CCCC4)=O)ccc3n(C)c2)c(OC)cc1C(NS(=O)(=O)c1ccccc1C)=O
12039,c1c2c(cc3c1[C@@H]([C@@H]1OC(=O)c4c1ccc1c4OCO1)N(C)CC3)OCO2
12040,c1(N)c(NC(c2ccc(NC(C)=O)cc2)=O)cccc1
12041,C(=N/NC(N)=O)\c1ccc([N+](=O)[O-])o1
12042,OC(CN(CC(C)C)S(=O)(c1ccc(N)cc1)=O)C(Cc1ccccc1)NC(OC1COCC1)=O
12043,O=S1(=O)N=CNc2c1cc(S(=O)(=O)N)c(Cl)c2
12044,N1CCN(c2c(F)cc3c(n2)n(CC)cc(C(O)=O)c3=O)CC1
12045,N1(CCCOc2c(OC)cc3c(N4CCN(C(Nc5ccc(OC(C)C)cc5)=O)CC4)ncnc3c2)CCCCC1
12046,C([C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)O
12047,O=c1n(C)c(=O)cc(N2CC(N)CCC2)n1Cc1ccccc1C#N
12048,c1cc(C(NC[C@@H](CO)O)=O)c(Nc2c(F)cc(I)cc2)cn1
12049,C12=CC(=O)CCC1(C)C1C(O)CC3(C)C(O)(C(CO)=O)CCC3C1CC2
12050,c1(=O)c2c(cc3n1Cc1c(CC)c4cc(O)ccc4nc1-3)C(O)(CC)C(=O)OC2
12051,C1[C@@H]2[C@](C)(CCCC2(C)C)[C@H]2CC(=O)O[C@]2(C)C1
12052,C1(=Cc2ccc(CC)cc2)SC(=S)NC1=O
12053,C(CCCC)(=O)OC1C2(C)C(C3C(c4ccc(O)cc4CC3)CC2)CC1
12054,c1cccc(-c2nc3c(nc2N)nc(N)nc3N)c1
12055,C(=O)(O)C[C@@H](C[C@H](O)/C=C/c1c(C(C)C)nc(C(C)C)c(COC)c1-c1ccc(F)cc1)O
12056,c1(-c2ccc(NC(NCC)=O)cc2)nc2c(c(N3[C@@H](C)COCC3)n1)CCN(C1COC1)C2
12057,C(CCC)Oc1ccc(CC(=O)NO)cc1
12058,c1ccc(C(C(=O)O)C)cc1Oc1ccccc1
12059,C(n1cncn1)[C@]1(c2c(Cl)cc(Cl)cc2)OC[C@H](COc2ccc(N3CCN(c4ccc(-n5c(=O)n(C(CC)C)nc5)cc4)CC3)cc2)O1
12060,n1c(-c2cccc3c2cn[nH]3)nc2c(sc(CN3CCN(S(=O)(=O)C)CC3)c2)c1N1CCOCC1
12061,C1(=N/O)\c2c(cc(-c3nc(-c4ccc(OCCN(C)C)cc4)[nH]c3-c3ccncc3)cc2)CC1
12062,O=C([C@@H]1[C@@]2(C)CC[C@@H]3[C@]4(C)C(=CC[C@H]3[C@@H]2CC1)C[C@@H](O)CC4)C
12063,O(C(C)C)c1cc(C2CCNCC2)c(C)cc1Nc1nc(Nc2ccccc2S(=O)(C(C)C)=O)c(Cl)cn1
12064,C(CC1OC(=O)C1CCCCCC)(CCCCCCCCCCC)OC(=O)C(CC(C)C)NC=O
12065,CC(C1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)C(O)C213)(C)C
12066,OC(C(C(c1ccccc1)(OC)c1ccccc1)Oc1nc(C)cc(C)n1)=O
12067,c1(C(F)(F)F)cc(C(F)(F)F)cc(NC(c2c(O)ccc(Cl)c2)=O)c1
12068,c1cccc(NC(=O)/C=C(\C)c2ccc3ccccc3c2)c1C(=O)O
12069,C12C(CCC3=CC(=O)C=CC13C)C1C(C)(CC2O)C2(C(COC(=O)C)=O)C(OC(C)=N2)C1
12070,C1C2C(C)(C(C(CO)=O)(O)C1O)CC(O)C1(F)C3(C)C=CC(=O)C=C3CCC12
12071,C1[C@@H]2C[C@H](CN1)c1n(c(=O)ccc1)C2
12072,c1cc2c(cc1[N+](=O)[O-])S(=O)(=O)C=C2
12073,C1C[C@]2(O)[C@@H]3CC[C@]4(O)C[C@@H](O[C@H]5[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)C[C@@H](O)[C@]4(CO)[C@H]3[C@H](O)C[C@]2(C)[C@H]1C1=CC(=O)OC1
12074,C([C@@H](NC([C@@H]([C@H](O)C(NO)=O)CC(C)C)=O)c1ccccc1)(=O)OC1CCCC1
12075,[nH]1c2cc(C#N)ccc2c2c1C(C)(C)c1c(cc(CC)c(N3CCC(N4CCOCC4)CC3)c1)C2=O
12076,c1(=O)c2c(nc(C)[nH]1)ccc(CN(c1sc(C(NC(C(O)=O)CCC(O)=O)=O)cc1)C)c2
12077,C1(=O)C(C)(C)[C@@H](O)CC(=O)O[C@H](/C(C)=C/c2nc(C)sc2)C[C@H]2[C@@](C)(CCC[C@H](C)[C@H](O)[C@H]1C)O2
12078,CC1=C(C(=O)OCCOC)C(c2cc([N+](=O)[O-])ccc2)C(C(OC/C=C/c2ccccc2)=O)=C(C)N1
12079,c1nc(=O)[nH]c(N)c1F
12080,c1c(-c2cnc(NCCCC)nc2NC2CCC(O)CC2)ncc(CN2CCOCC2)c1
12081,Oc1c(O)ccc2c1C(=O)c1c(cccc1)C2=O
12082,O=C(NCCC)Nc1c(Cl)cc(Oc2c3c(cc(OC)c(OC)c3)ncn2)cc1
12083,c1(-c2ccc3c(c2)CCC3=NO)nc(-c2ccc(OCCN(C)C)cc2)[nH]c1-c1ccncc1
12084,c1(N)nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)C2)cn1
12085,CC(C)[C@H](NC(=O)N(C)Cc1csc(C(C)C)n1)C(N[C@@H](Cc1ccccc1)C[C@H](O)[C@@H](NC(=O)OCc1cncs1)Cc1ccccc1)=O
12086,c1([N+](=O)[O-])ccc2c(c1)S(=O)(=O)C=C2
12087,O=c1[nH]c(=S)[nH]c(CCC)c1
12088,N1(c2ccc(C(NS(c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)(=O)=O)=O)cc2)CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
12089,C1C2(OC(=O)C1)CCC1C2(C)CCC2C3(C)CCC(=O)C=C3CC(SC(C)=O)C12
